Altium Designer Pick and Place Locations
C:\Users\thanh\Documents\git\pcb\ebox_main_pcb\Outputs\Pick Place\eBox_main_pnp_V2.1_2021-05-02_12-27.csv

========================================================================================================================
File Design Information:

Date:       02/05/21
Time:       12:27
Revision:   05351c502106140497ed03f9f86fcfae9b0b122f
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R572","1K","TopLayer","R_0805","133.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R573","1K","TopLayer","R_0805","56.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R574","1K","TopLayer","R_0805","58.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R575","1K","TopLayer","R_0805","146.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R576","1K","TopLayer","R_0805","148.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R577","1K","TopLayer","R_0805","71.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R578","1K","TopLayer","R_0805","73.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R579","1K","TopLayer","R_0805","86.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R580","1K","TopLayer","R_0805","88.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R581","1K","TopLayer","R_0805","101.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R582","1K","TopLayer","R_0805","103.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R583","1K","TopLayer","R_0805","33.2500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R584","1K","TopLayer","R_0805","116.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R585","1K","TopLayer","R_0805","118.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R617","1K","TopLayer","R_0805","161.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R618","1K","TopLayer","R_0805","163.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R619","1K","TopLayer","R_0805","176.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"R620","1K","TopLayer","R_0805","178.7500","111.7500","270","RES SMD 1K OHM 5% 1/8W 0805"
"C538","0.1uF","TopLayer","C_0805","26.0000","116.2500","90","CAP CER 0.1UF 50V X7R 0805"
"C539","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","38.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C540","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","47.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C541","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","128.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C542","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","137.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C543","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","53.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C544","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","62.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C545","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","143.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C546","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","152.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C547","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","68.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C548","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","77.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C549","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","83.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C550","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","92.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C551","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","98.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C552","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","107.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C553","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","113.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C554","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","122.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C555","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","30.0000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C613","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","158.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C614","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","167.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C615","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","173.5000","110.5000","180","CAP ALUM 100UF 20% 16V RADIAL"
"C616","NA/100uF/16V","BottomLayer","CYL/D.200/LS.75","182.0000","110.5000","360","CAP ALUM 100UF 20% 16V RADIAL"
"C119","0.1uF","TopLayer","C_0805","172.7500","182.5000","360","CAP CER 0.1UF 50V X7R 0805"
"C120","22uF","TopLayer","C_1210","180.2500","182.7500","180","CAP CER 22UF 50V X7R 1210"
"C121","0.1uF","TopLayer","C_0805","181.0000","179.5000","180","CAP CER 0.1UF 50V X7R 0805"
"C122","0.1uF","TopLayer","C_0805","175.0000","187.5000","270","CAP CER 0.1UF 50V X7R 0805"
"C128","220uF/16V","BottomLayer","CYL/D.250/LS.100","172.7500","187.5000","270","CAP ALUM 220UF 20% 16V RADIAL"
"C129","220uF/16V","BottomLayer","CYL/D.250/LS.100","172.7500","179.7500","360","CAP ALUM 220UF 20% 16V RADIAL"
"D107","LED RED 3MM","BottomLayer","LED_3MM_-_red","148.0000","193.0000","270","LED RED CLEAR 0603 SMD"
"L103","FB","TopLayer","L_0805_(2012)","169.7500","187.5000","270","Chip Ferrite Bead"
"R102","330R","TopLayer","R_0603","148.0000","189.0000","90","RES SMD 330 OHM 1% 1/10W 0603"
"U103","LM1117MPX-3.3/NOPB","TopLayer","SOT-223","179.7500","189.5000","90","IC REG LINEAR 3.3V 800MA SOT223"
"D108","DIODE BRIDGE","TopLayer","DiodeBridge-SOIC4","11.7500","105.7500","270","BRIDGE RECT 1P 600V 500MA 4SOIC"
"R103","10K","TopLayer","R_0805","23.5000","116.2500","270","RES SMD 10K OHM 1% 1/10W 0603"
"R105","10K","TopLayer","R_0805","21.2500","116.2500","90","RES SMD 10K OHM 1% 1/10W 0603"
"T101","Transformer","BottomLayer","Trans._EE10/6P/F","7.9999","93.1250","360","Transformer 6-PIN"
"R107","NA","TopLayer","R_0805","8.0000","84.5000","180","RES SMD 0805"
"D203","MBR0520T1G","TopLayer","SOD123","188.5000","124.5000","180","DIODE SCHOTTKY 20V 500MA SOD123"
"D204","MBR0520T1G","TopLayer","SOD123","188.5000","122.0000","180","DIODE SCHOTTKY 20V 500MA SOD123"
